No,G,N,E,O,A,C,T,RF,WHR,RHL,REF,REL,REH,RNO,RNL,RHO,RML,RTC,RJ1,RJ2,RJ3,RJ4,RUI,RBL,RBH,RWH,RWM,RMW,RMH,RNM,RNF,RMF
2016043112,1,49,52,16,49,19,2,0.9724,1.9184,3.0875,0.4507,0.1766,0.0556,0.6552,0.3972,0.2676,0.4771,0.2879,0.8592,0.7183,0.5211,0.282,0.2,0.1562,0.3407,2.1213,3.5022,0.4509,0.1096,0.1922,0.4938,0.2879
2016043113,0,33,19,0,15,68,5,1.2019,2.4488,3.3481,0.4053,0.1563,0.0561,0.5553,0.3375,0.1559,0.4425,0.3375,0.8113,0.6547,0.4574,0.2388,0.17800000000000002,0.1488,0.3133,2.5309,2.3087,0.2911,0.1246,0.2381,0.5756,0.3375
2016043207,1,26,43,25,45,41,4,1.1171,2.0847,3.353,0.4235,0.1676,0.0558,0.4889,0.3871,0.1694,0.4624,0.2804,0.8140000000000001,0.6769,0.4755,0.2417,0.2166,0.1125,0.3065,3.0426,3.8013,0.3546,0.09,0.2356,0.507,0.2804
2016043211,1,37,22,20,38,47,5,1.0535,2.0258,2.8525,0.4233,0.1686,0.0623,0.4654,0.3784,0.1672,0.4616,0.2839,0.8078,0.654,0.4359,0.2311,0.1935,0.1351,0.3205,2.5,2.0025,0.308,0.1351,0.23,0.5274,0.2839
2016043215,1,0,91,24,62,40,2,1.0648,1.881,3.0166,0.4512,0.1839,0.0649,0.5169,0.3768,0.1829,0.4512,0.2471,0.7931,0.6343,0.4392,0.23199999999999998,0.1771,0.152,0.3429,2.4014,2.3881,0.3415,0.1305,0.26,0.5194,0.2471
2016052201,1,51,41,12,55,28,4,1.0913,1.8825,4.0685,0.4395,0.1848,0.0496,0.4996,0.397,0.1817,0.452,0.281,0.7877,0.6363,0.4543,0.2423,0.1785,0.1169,0.3487,3.2558,3.1461,0.3938,0.1157,0.2479,0.5289,0.281
2016052218,0,15,36,34,38,2,4,0.981,1.8524,3.2509,0.4907,0.1732,0.0523,0.5641,0.3678,0.2115,0.4239,0.3208,0.7604,0.6261,0.4528,0.2501,0.2057,0.1605,0.3422,2.0925,2.5014,0.3558,0.1132,0.2454,0.5659,0.3208
2016053108,1,2,60,34,36,76,5,0.9479,1.7319,3.4582,0.41100000000000003,0.1657,0.0454,0.5,0.3634,0.1917,0.4552,0.2867,0.8079999999999999,0.6437,0.4656,0.2469,0.193,0.1247,0.3157,2.3989,2.0,0.3286,0.1298,0.247,0.5336,0.2867
2016053212,1,68,10,18,23,9,1,1.1912,2.3719,2.9687,0.4463,0.1627,0.0653,0.5994,0.355,0.1787,0.4608,0.2973,0.8332,0.6902,0.4759,0.2498,0.1623,0.1156,0.3389,3.4915,2.2114,0.2973,0.1282,0.2411,0.5528,0.2973
2016061106,1,41,31,8,13,25,1,1.0088,1.9711,2.7305,0.4472,0.1701,0.0628,0.5507,0.3418,0.1866,0.4461,0.3099,0.8136,0.6603,0.4604,0.2454,0.1795,0.1427,0.3252,2.2986,1.8932,0.3531,0.1555,0.2476,0.5734,0.3099
2016061110,1,73,25,24,23,35,1,1.1085,2.3585,3.2617,0.4099,0.1647,0.055999999999999994,0.5882,0.3089,0.1639,0.4433,0.3291,0.8038,0.6395,0.4592,0.2459,0.1875,0.1482,0.3213,2.404,2.1476,0.3119,0.1272,0.255,0.6021,0.3291
2016061120,0,57,14,59,-19,44,3,1.0292,1.7846,3.9621,0.4755,0.1672,0.0434,0.5088,0.4073,0.2013,0.4571,0.2643,0.8049,0.6661,0.4788,0.2567,0.2354,0.1284,0.3313,2.6548,2.7938,0.3469,0.1074,0.2432,0.5075,0.2643
2016061127,1,48,49,30,47,16,2,1.0281,2.0002,2.6809,0.4728,0.1854,0.0711,0.5848,0.33799999999999997,0.1923,0.4472,0.3098,0.7827,0.6598,0.4539,0.2333,0.2166,0.124,0.3239,2.6845,2.8528,0.3699,0.1135,0.2817,0.6057,0.3098
2016061222,1,79,4,73,27,71,1,0.9711,1.8452,3.065,0.4696,0.1882,0.0596,0.5,0.3976,0.2047,0.4772,0.2923,0.8432,0.6864,0.4938,0.2528,0.1389,0.1354,0.3734,2.6786,2.3636,0.3734,0.1286,0.2225,0.5146,0.2923
2016061228,1,98,8,20,33,-9,1,1.0477,2.0212,3.7801,0.4311,0.1556,0.0431,0.5481,0.3735,0.1954,0.4731,0.3013,0.8624,0.7127,0.5059,0.2644,0.1771,0.1435,0.3231,2.3595,3.0021,0.3565,0.1084,0.254,0.5672,0.3013
2016062111,1,46,36,21,6,53,5,1.0547,2.0540000000000003,3.4582,0.4352,0.1612,0.0492,0.4997,0.3781,0.1791,0.4531,0.2981,0.7809,0.627,0.4478,0.2303,0.1931,0.1096,0.3218,3.0965,2.7528,0.3327,0.10800000000000001,0.2176,0.5156,0.2981
2016062209,1,21,16,11,42,57,5,0.9994,1.9659,2.6723,0.4655,0.1843,0.0689,0.5238,0.3619,0.1897,0.4743,0.2757,0.8622,0.7071,0.484,0.242,0.1702,0.1298,0.3373,2.5974,1.7778,0.3276,0.1551,0.2585,0.5514,0.2757
2016062212,1,74,-23,-16,22,16,1,1.0304,1.8526,4.2683,0.5003,0.1983,0.0479,0.5594,0.4071,0.221,0.4626,0.2755,0.8366,0.6969,0.4762,0.2555,0.1844,0.1501,0.3661,2.5132,4.0,0.3719,0.0838,0.2397,0.5032,0.2755
2016062218,0,-37,12,17,76,84,5,0.996,1.8129,3.4339999999999997,0.4377,0.1735,0.0503,0.5616,0.3936,0.2219,0.451,0.281,0.7866,0.6268,0.4426,0.2341,0.2039,0.1236,0.3148,2.5378,2.0746,0.3466,0.1364,0.2589,0.5513,0.281
2016062222,1,56,52,33,27,-13,1,1.0758,2.1214,2.7035,0.4509,0.1713,0.0682,0.5,0.3636,0.16899999999999998,0.4456,0.303,0.8168,0.6901,0.4929,0.2676,0.2105,0.1519,0.3169,2.2444,2.0,0.3239,0.1364,0.2273,0.5303,0.303
2016062309,1,51,82,40,41,88,5,1.1821,2.275,3.2035,0.4135,0.1564,0.0577,0.5895,0.3628,0.18100000000000002,0.4494,0.3071,0.8109999999999999,0.6695,0.4569,0.2287,0.1668,0.141,0.3152,2.6417,1.9421,0.3148,0.1581,0.2604,0.5766,0.3071
2016062314,0,21,55,46,25,41,2,1.0545,2.0005,3.4041,0.4367,0.1613,0.05,0.5481,0.3758,0.1954,0.4526,0.3032,0.8045,0.6665,0.4826,0.2645,0.1911,0.1347,0.3162,2.4762,2.6019,0.3562,0.1212,0.2427,0.5574,0.3032
2016062315,0,55,46,24,10,-2,1,1.0936,2.2735,3.5,0.4341,0.1381,0.0432,0.695,0.3312,0.2105,0.4629,0.3599,0.8427,0.6973,0.5,0.2634,0.2,0.1502,0.3181,2.3158,2.114,0.3157,0.1295,0.2733,0.6331,0.3599
2016063118,1,35,15,40,20,64,5,1.0388,1.9274,3.0886,0.4506,0.1739,0.0585,0.5161,0.3974,0.1975,0.4365,0.2949,0.7653,0.6171,0.4445,0.2348,0.2187,0.1123,0.3101,2.8701,2.0909,0.3456,0.141,0.2179,0.5256,0.2949
2016063121,1,3,48,26,52,67,5,0.9847,2.0011,3.6067,0.4615,0.1681,0.0459,0.6516,0.3428,0.2269,0.4542,0.3141,0.8324,0.6964,0.4991,0.2571,0.1967,0.1393,0.3162,2.2351,1.8932,0.3482,0.1497,0.2532,0.5815,0.3141
2016063126,1,61,17,20,22,49,1,1.0572,1.9508,3.0166,0.4578,0.1817,0.0637,0.5169,0.3696,0.1807,0.4408,0.2805,0.8072,0.6746,0.48200000000000004,0.2412,0.2319,0.1316,0.3249,2.6098,2.3636,0.3616,0.1401,0.2805,0.561,0.2805
2016063206,1,29,64,42,55,59,2,1.0838,1.9982,3.6734,0.433,0.1704,0.0503,0.5149,0.3689,0.1753,0.4433,0.2914,0.7938,0.6601,0.4644,0.2373,0.165,0.1308,0.3406,2.822,2.0017,0.2991,0.1341,0.2572,0.5476,0.2914
2016063208,1,38,50,26,40,42,2,1.0632,1.8969999999999998,4.1086,0.4343,0.1665,0.0431,0.5169,0.4058,0.1973,0.4517,0.2521,0.7629,0.6182,0.4472,0.2371,0.2006,0.1221,0.3158,2.7494,2.447,0.34299999999999997,0.1259,0.2102,0.4757,0.2521
2016063209,1,-1,87,40,42,80,2,0.9875,1.8806,4.3456,0.4563,0.1718,0.039,0.5631,0.3952,0.2253,0.4615,0.2962,0.8254,0.6751,0.4877,0.2625,0.1523,0.1363,0.3511,2.5428,2.4461,0.4002,0.1363,0.2098,0.5184,0.2962
2016063223,1,32,9,10,33,44,5,0.9690000000000001,1.9189,3.2156,0.4953,0.1692,0.051,0.541,0.3774,0.2107,0.4638,0.2755,0.8209,0.6525,0.4631,0.2423,0.1301,0.11900000000000001,0.3547,2.8876,1.9458,0.4012,0.1737,0.2253,0.5515,0.2755
2016064110,1,27,44,49,59,33,4,1.0215,1.9206,2.7114,0.4751,0.1797,0.0677,0.5452,0.3438,0.1835,0.4436,0.282,0.8055,0.6832,0.4894,0.2549,0.1904,0.1631,0.3509,2.1972,1.8679,0.3468,0.1562,0.2918,0.584,0.282
2016064114,1,34,42,22,28,37,2,1.0722,1.9647,3.0458,0.4068,0.1549,0.0545,0.5232,0.382,0.1864,0.4487,0.2913,0.7795,0.627,0.4409,0.221,0.1968,0.1279,0.3153,2.6426,2.8382,0.3559,0.109,0.218,0.5272,0.2913
2016064116,1,-1,77,46,11,48,2,1.0262,1.9336,3.1606,0.4494,0.175,0.0568,0.5718,0.3653,0.2035,0.4511,0.2697,0.8136,0.6614,0.4579,0.2374,0.1916,0.1359,0.3245,2.4503,2.3333,0.3474,0.1304,0.2523,0.5304,0.2697
2016064125,1,50,8,-9,34,61,5,1.0112,2.0495,2.8858,0.4286,0.1832,0.0642,0.5364,0.32899999999999996,0.1746,0.4449,0.3465,0.8178,0.691,0.5001,0.2623,0.1836,0.1403,0.321,2.3133,2.2626,0.3257,0.1206,0.2652,0.6116,0.3465
2016064214,1,4,9,40,9,46,5,1.0253,2.0003,3.6818,0.4508,0.18100000000000002,0.0504,0.5455,0.3697,0.1967,0.4432,0.3198,0.8202,0.6722,0.4756,0.2628,0.1811,0.1536,0.3396,2.2674,2.4286,0.3442,0.1176,0.2521,0.5717,0.3198
2016064221,1,27,50,33,28,88,5,0.9171,1.5819,2.3021,0.4422,0.1738,0.0692,0.4298,0.4207,0.1972,0.4471,0.3168,0.7703,0.6394,0.4751,0.2625,0.1737,0.0619,0.312,4.6209,1.8806,0.3442,0.136,0.2557,0.5874,0.3168
2016081103,1,39,34,34,64,28,4,1.0777,2.0548,2.5713,0.4802,0.1835,0.0769,0.5185,0.3776,0.1817,0.444,0.2937,0.792,0.6364,0.4414,0.2339,0.2126,0.1266,0.3377,2.8733,2.5556,0.3504,0.1259,0.2378,0.5454,0.2937
2016081120,1,58,27,11,24,66,5,1.1279,2.2113,3.6568,0.4267,0.1746,0.0539,0.5417,0.3609,0.1733,0.4557,0.3158,0.8266,0.6666,0.4666,0.24,0.2203,0.1319,0.3074,2.6274,3.2880000000000003,0.2936,0.0915,0.2261,0.5263,0.3158
2016081205,1,18,34,6,58,29,4,1.1504,2.1218,3.4444,0.4421,0.1776,0.0593,0.5647,0.3835,0.1882,0.4503,0.2832,0.7965,0.6517,0.4778,0.2461,0.1927,0.1466,0.3338,2.6199,2.8607,0.3478,0.1166,0.2338,0.5166,0.2832
2016081220,1,23,43,-31,44,90,5,1.0885,2.2075,2.4964,0.4071,0.152,0.0663,0.6923,0.3291,0.2093,0.4654,0.3553,0.7909999999999999,0.6283,0.4186,0.2093,0.1544,0.1383,0.33299999999999996,2.6202,2.1573,0.3264,0.1291,0.2796,0.6329,0.3553
2016081301,1,59,-14,26,21,71,5,1.0265,2.1065,2.9664,0.4201,0.1685,0.0583,0.6068,0.3544,0.2095,0.4765,0.3298,0.8394,0.6659,0.4684,0.2468,0.1567,0.1208,0.3333,2.8309,2.9817,0.382,0.1145,0.2403,0.5698,0.3298
2016081303,0,16,50,22,13,13,2,1.1632,2.1138,3.6393,0.4562,0.1671,0.0534,0.6656,0.3678,0.2105,0.4441,0.2864,0.8071,0.6666,0.4561,0.2456,0.1956,0.1334,0.3247,2.8327,1.7409,0.3162,0.1645,0.2857,0.5713,0.2864
2016081306,0,73,6,28,20,26,1,1.083,2.0980000000000003,3.4665,0.4287,0.1701,0.0531,0.6854,0.3382,0.2141,0.445,0.3093,0.7857,0.6339,0.4553,0.2504,0.2033,0.1258,0.3168,2.7278,2.4037,0.3926,0.1449,0.261,0.5703,0.3093
2016081309,1,23,49,32,19,35,2,1.0556,2.0477,3.2339,0.45,0.1745,0.057,0.4993,0.3667,0.1735,0.4666,0.2973,0.8422,0.6856,0.4953,0.2477,0.2047,0.14400000000000002,0.3249,2.3815,2.5495,0.3474,0.1232,0.2453,0.5425,0.2973
2016081620,1,73,35,-1,26,14,1,1.0797,2.2053,3.7228,0.4444,0.1852,0.0537,0.6225,0.3534,0.2038,0.4585,0.3066,0.8276,0.6793,0.4692,0.2469,0.1705,0.124,0.3461,3.0137,2.1289,0.3643,0.1534,0.2332,0.5731,0.3066
2016082104,1,12,57,26,31,56,2,0.9159,1.7103,2.7927,0.4887,0.1917,0.0629,0.5141,0.3644,0.2045,0.4615,0.261,0.8069,0.6481,0.4547,0.2389,0.1761,0.1334,0.3474,2.3846,2.0826,0.3752,0.1353,0.2708,0.5421,0.261
2016082307,1,18,-16,-2,22,47,5,1.0269,2.068,3.1027,0.3901,0.1383,0.0458,0.4849,0.3727,0.17600000000000002,0.4677,0.3052,0.8456,0.6807,0.4832,0.2527,0.2207,0.1083,0.2759,2.6148,2.0722,0.3405,0.147,0.2258,0.5422,0.3052
2016082308,1,47,7,33,38,32,1,1.1206,2.2476,2.9597,0.4595,0.1623,0.0615,0.5647,0.3483,0.1755,0.4257,0.3493,0.7701,0.6487,0.4599,0.2434,0.1638,0.1232,0.3457,3.1428,2.1011,0.3252,0.13699999999999998,0.22899999999999998,0.5781,0.3493
2016082411,0,21,23,19,11,26,5,1.0825,2.0189,3.5675,0.424,0.1608,0.0488,0.5127,0.3769,0.1785,0.4456,0.2995,0.7859,0.6518,0.4553,0.2321,0.2222,0.1383,0.3135,2.4532,2.7,0.2856,0.0966,0.2415,0.5507,0.2995
2016082415,,,,,,,,1.0725,2.0347,2.5969,0.4492,0.1787,0.0738,0.6853,0.3458,0.221,0.4428,0.2726,0.7797,0.6279,0.4579,0.2379,0.2449,0.1279,0.314,2.6334,3.0,0.4067,0.1272,0.2545,0.5453,0.2726
2016083119,0,15,68,28,33,72,5,0.9763,1.9648,3.3416,0.4497,0.1669,0.0488,0.5993,0.3254,0.1998,0.4585,0.3092,0.8163,0.6833,0.483,0.2663,0.1835,0.1542,0.3398,2.1515,3.2921,0.3998,0.0989,0.2768,0.6013,0.3092
2016083123,1,28,3,-11,8,40,5,1.0512,2.0524,3.3407,0.4696,0.18100000000000002,0.057,0.5714,0.3544,0.1926,0.4459,0.3164,0.8075,0.6747,0.4818,0.2652,0.147,0.1386,0.3505,2.6582,2.0021,0.3133,0.1392,0.2787,0.595,0.3164
2016083203,1,30,8,9,8,37,5,1.0522,1.9993,2.546,0.45,0.1665,0.0688,0.4998,0.3577,0.1699,0.4467,0.2842,0.8102,0.67,0.4702,0.2401,0.2027,0.1238,0.3162,2.6868,2.0059,0.3205,0.1367,0.2631,0.5578,0.2842
2016083209,1,75,52,21,35,7,1,1.1001,2.0932,3.5304,0.4611,0.1685,0.0525,0.5943,0.3511,0.1897,0.4528,0.3127,0.8183,0.6718,0.4738,0.2498,0.1562,0.1443,0.3506,2.6733,2.1296,0.3274,0.1424,0.256,0.5877,0.3127
2016083308,1,-7,59,28,23,32,2,1.0337,2.1678,2.9049,0.4258,0.1768,0.0629,0.5831,0.3446,0.1944,0.4404,0.2968,0.8061,0.6577,0.4724,0.2406,0.2,0.1391,0.315,2.3417,2.1079,0.4073,0.1725,0.2201,0.5741,0.2968
2016083323,1,7,42,12,15,54,5,1.0994,2.0263,3.1544,0.4396,0.1726,0.0602,0.5169,0.3837,0.1804,0.4498,0.2789,0.7705,0.6018,0.4211,0.2165,0.1559,0.0935,0.3265,3.8384,2.6019,0.361,0.1322,0.2384,0.5172,0.2789
2016083420,1,35,20,39,11,66,5,1.0804,2.069,3.8547,0.4546,0.1752,0.0491,0.5686,0.3929,0.2068,0.4616,0.2948,0.8266,0.6779,0.4713,0.2481,0.1719,0.1459,0.3399,2.5177,3.5466,0.37200000000000005,0.0982,0.2234,0.5096,0.2948
2016091103,1,12,68,20,50,34,2,1.1054,2.1809,3.4859,0.457,0.1765,0.055999999999999994,0.6374,0.3355,0.1935,0.4749,0.3058,0.8478,0.6792,0.4695,0.2599,0.1948,0.1343,0.3337,2.7457,2.1296,0.3269,0.1392,0.2873,0.6027,0.3058
2016091109,1,10,75,26,37,21,2,1.0477,2.0533,4.1991,0.442,0.1614,0.0403,0.5564,0.3627,0.1926,0.4614,0.3358,0.8456,0.7047,0.4998,0.2562,0.1746,0.1442,0.3337,2.4248,2.75,0.3459,0.1074,0.242,0.5644,0.3358
2016091111,1,4,52,30,71,48,4,1.0302,1.8545,3.2036,0.4344,0.1752,0.0563,0.5068,0.3804,0.1871,0.4485,0.2743,0.7964,0.6558,0.4632,0.2447,0.1817,0.1264,0.3284,2.6768,2.0799,0.312,0.1339,0.257,0.5363,0.2743
2016091213,0,2,21,74,42,-2,3,0.9294,1.7564,3.3046,0.4479,0.1737,0.0488,0.4505,0.3642,0.1765,0.4453,0.26,0.7838,0.6317,0.4558,0.2403,0.1766,0.1303,0.3359,2.3945,2.0792,0.3126,0.1116,0.2461,0.5064,0.26
2016091215,1,36,-1,5,76,42,4,1.1677,2.1536,3.5318,0.4101,0.1563,0.0517,0.5005,0.3935,0.1686,0.4667,0.2796,0.8368,0.6902,0.4836,0.2445,0.1957,0.1219,0.313,2.9981,2.7746,0.3279,0.1148,0.2296,0.5096,0.2796
2016093112,1,32,34,31,2,23,2,1.0721,2.108,3.8579,0.4571,0.1696,0.0471,0.6013,0.3702,0.2076,0.4632,0.2963,0.8025,0.6566,0.4668,0.2513,0.2397,0.1119,0.3149,3.0178,2.7706,0.3716,0.1205,0.2218,0.5183,0.2963
2016093121,0,-23,79,66,48,66,2,1.1286,2.1676,3.6062,0.45399999999999996,0.1693,0.053,0.5504,0.3793,0.185,0.4568,0.275,0.7899,0.6388,0.4538,0.2352,0.1648,0.1139,0.3415,3.3831,3.4444,0.3109,0.0853,0.2275,0.5119,0.275
2016093313,1,19,-7,10,33,72,5,1.0125,2.0777,3.1207,0.4205,0.1623,0.0526,0.5088,0.35200000000000004,0.1769,0.4552,0.3335,0.8307,0.6843,0.4824,0.2441,0.2161,0.1441,0.3009,2.1147,1.9482,0.2987,0.1236,0.2284,0.5617,0.3335
2016093314,1,33,38,39,28,84,5,1.0688,2.0201,3.195,0.4506,0.174,0.0582,0.5719,0.3705,0.1983,0.4555,0.3071,0.8416,0.7129,0.505,0.2673,0.1481,0.1375,0.3434,2.6687,2.4167,0.3467,0.127,0.2751,0.5927,0.3071
2016093321,1,30,25,17,6,17,1,1.0392,2.037,3.5083,0.4434,0.1709,0.0506,0.5263,0.3725,0.1887,0.446,0.3137,0.8113,0.6795,0.4906,0.2642,0.1644,0.124,0.3407,2.8548,2.5495,0.3208,0.1,0.2166,0.5297,0.3137
2016094108,1,-54,60,61,63,111,5,1.1107,2.0413,3.3387,0.415,0.1669,0.0555,0.5562,0.3998,0.2002,0.4424,0.2786,0.7816,0.6021,0.4119,0.2209,0.1818,0.129,0.3154,2.7162,2.1683,0.3202,0.1333,0.2343,0.522,0.2786
2016094124,0,51,4,24,34,29,1,0.996,1.9531,3.3094,0.45299999999999996,0.168,0.0506,0.5337,0.3502,0.1876,0.4511,0.3043,0.828,0.6873,0.4842,0.2577,0.2019,0.1595,0.3289,2.0535,2.4296,0.3281,0.1089,0.2491,0.561,0.3043
2016096108,0,15,25,44,42,57,5,1.1383,2.2497,3.2982,0.4454,0.1686,0.0582,0.6765,0.3252,0.1933,0.4715,0.3349,0.8824,0.7479,0.5294,0.2773,0.2,0.1247,0.3198,2.9185,2.0011,0.3114,0.1435,0.2871,0.622,0.3349
2016111127,0,96,13,1,12,-26,1,1.0443,2.0385,2.7325,0.4103,0.1567,0.0599,0.5434,0.3448,0.1794,0.4548,0.3153,0.8303,0.6890000000000001,0.4905,0.2736,0.1931,0.145,0.3168,2.2825,2.1608,0.3019,0.1186,0.2568,0.5719,0.3153
2016111422,0,64,55,8,-11,15,1,1.0702,2.1238,3.8839,0.4464,0.1619,0.0446,0.5748,0.3539,0.1901,0.4425,0.3104,0.8177,0.6854,0.4954,0.2644,0.1791,0.1209,0.3223,2.8537,2.1951,0.3304,0.1329,0.2569,0.5849,0.3104
2016112125,1,-19,85,20,42,71,2,1.0763,2.1707,3.1401,0.4156,0.1656,0.0568,0.5769,0.3633,0.1947,0.4567,0.3077,0.8569,0.7140000000000001,0.4933,0.2726,0.1695,0.1209,0.3187,2.8381,2.78,0.3767,0.1258,0.2096,0.5312,0.3077
2016112215,1,1,49,31,57,26,4,1.0643,2.1954,3.2922,0.4628,0.1718,0.0555,0.6637,0.3347,0.2087,0.4557,0.3491,0.835,0.6859,0.4771,0.2535,0.1481,0.1463,0.3459,2.5159,2.4838,0.3582,0.1279,0.2698,0.6347,0.3491
2016112216,0,3,82,51,50,49,2,1.0766,2.1276,2.9597,0.4365,0.1714,0.0624,0.6183,0.3228,0.1854,0.4441,0.3239,0.7998,0.6709,0.4715,0.2425,0.179,0.1682,0.3326,2.1296,3.1461,0.3708,0.1075,0.2918,0.615,0.3239
2016112217,1,67,11,21,47,58,1,1.0504,2.0003,2.8714,0.4516,0.1621,0.0593,0.5238,0.3557,0.1774,0.4461,0.3068,0.8065,0.6612,0.4677,0.2419,0.1923,0.1282,0.3434,2.8144,1.875,0.3064,0.1355,0.2541,0.56,0.3068
2016112228,0,36,47,15,26,36,2,0.9825,1.8336,3.9762,0.4439,0.1587,0.0392,0.5969,0.3442,0.2091,0.4582,0.3123,0.8306,0.6953,0.5087,0.2831,0.1607,0.1416,0.3479,2.4130000000000003,1.6569999999999998,0.3286,0.1612,0.311,0.6401,0.3123
2016112304,1,45,24,-15,19,22,1,1.1338,2.219,2.9953,0.4169,0.16899999999999998,0.064,0.5909,0.3464,0.1806,0.4519,0.315,0.8196,0.6528,0.4585,0.25,0.1588,0.1417,0.3336,2.6689999999999996,2.3333,0.3472,0.1417,0.2525,0.5671,0.315
2016112327,1,8,38,26,64,83,5,1.1079999999999999,2.1849,3.5776,0.4388,0.1771,0.0548,0.5645,0.3541,0.1804,0.4437,0.3182,0.8029999999999999,0.6638,0.4591,0.2377,0.1819,0.1491,0.3371,2.5047,2.75,0.3195,0.1089,0.2271,0.5453,0.3182
2016114117,0,69,-1,0,17,34,1,1.0872,2.0416,3.8947,0.425,0.1558,0.0435,0.5943,0.348,0.1902,0.4666,0.3154,0.8499,0.6999,0.49,0.2601,0.1624,0.1547,0.3357,2.3583,3.3333,0.3499,0.0978,0.2828,0.5978,0.3154
2016121113,1,25,17,20,52,86,5,0.9821,1.9077,4.5962,0.4815,0.1771,0.0378,0.5673,0.3592,0.2075,0.4608,0.3114,0.8291,0.6585,0.4637,0.2559,0.1666,0.1628,0.373,2.2505,2.2727,0.37799999999999995,0.1317,0.2633,0.5746,0.3114
2016121121,1,43,22,-12,66,52,4,1.1109,2.0744,2.9714,0.4566,0.1817,0.0679,0.5645,0.3767,0.1914,0.4533,0.2899,0.8092,0.6525,0.4441,0.2436,0.1669,0.124,0.3263,2.9223,2.2098,0.3217,0.1355,0.2511,0.5411,0.2899
2016121126,1,44,13,9,17,75,5,0.9654,1.7746,2.7366,0.46,0.1816,0.0641,0.537,0.3503,0.1948,0.4519,0.2824,0.8323,0.6817,0.4873,0.2567,0.1739,0.1518,0.3397,2.1599,1.6327,0.3455,0.1625,0.282,0.5732,0.2824
2016121131,1,71,54,21,22,4,1,1.0115,2.0232,5.0360000000000005,0.4716,0.1763,0.0354,0.633,0.3449,0.2159,0.4545,0.3334,0.8294,0.693,0.4886,0.2613,0.1891,0.1454,0.344,2.3932,3.5714,0.3408,0.0804,0.2531,0.5865,0.3334
2016121206,1,23,16,18,53,35,4,1.0868,2.0857,3.4557,0.48,0.1871,0.0588,0.6166,0.3767,0.2137,0.4419,0.2901,0.7734,0.6399,0.4533,0.24,0.25,0.1247,0.3218,2.8032,2.3022,0.36,0.1449,0.2173,0.5218,0.2901
2016121301,0,57,21,36,44,6,1,1.0685,2.1318,3.9426,0.4619,0.1554,0.0421,0.6283,0.3198,0.188,0.4434,0.3198,0.7953,0.6498,0.4702,0.2479,0.2293,0.1206,0.3165,2.8047,2.4286,0.3505,0.1279,0.2557,0.5845,0.3198
2016121312,1,45,70,9,9,90,5,1.0125,1.9276,3.0929,0.4633,0.1736,0.0568,0.5525,0.3625,0.1978,0.4393,0.3257,0.7897,0.6293,0.4318,0.2347,0.1795,0.141,0.3431,2.463,1.9926,0.2964,0.1255,0.2501,0.5758,0.3257
2016122103,1,58,34,40,15,45,1,1.1824,2.0449,2.7439,0.4468,0.1763,0.076,0.5341,0.3776,0.1705,0.4374,0.27699999999999997,0.7659,0.617,0.4361,0.2234,0.1538,0.1351,0.3514,3.0753,2.7778,0.3191,0.1132,0.2641,0.541,0.27699999999999997
2016122108,1,19,18,19,29,51,5,1.0862,2.0718,4.1706,0.4496,0.1769,0.0461,0.5852,0.3743,0.2017,0.4338,0.3108,0.7902,0.6475,0.4712,0.2606,0.1649,0.1229,0.3421,3.022,2.0594,0.3281,0.1463,0.2464,0.5665,0.3108
2016122122,1,51,42,-6,22,31,1,1.102,2.1382,3.1202,0.4454,0.1736,0.0613,0.6519,0.3444,0.2037,0.4403,0.2947,0.797,0.6562,0.4534,0.25,0.1741,0.149,0.3368,2.4919,2.8333,0.3285,0.1033,0.2755,0.5692,0.2947
2016122124,1,12,49,28,36,31,2,1.1179999999999999,2.1032,3.1556,0.4258,0.1623,0.0575,0.5624,0.3611,0.1816,0.4451,0.3178,0.8189,0.6774,0.4884,0.2601,0.1302,0.1258,0.3441,3.0589,2.6088,0.3151,0.1147,0.2469,0.5734,0.3178
2016122127,1,40,48,60,20,61,5,1.0263,1.916,3.445,0.4559,0.1702,0.0507,0.5254,0.3629,0.1858,0.4681,0.3117,0.8399,0.6895,0.4952,0.2564,0.17300000000000001,0.1271,0.3407,2.7502,2.9078,0.3716,0.1092,0.2722,0.574,0.3117
2016122212,1,15,30,29,39,85,5,1.0772,1.9393,2.8889,0.4845,0.1792,0.0668,0.5293,0.3742,0.1839,0.4293,0.2747,0.7344,0.5916,0.4182,0.2244,0.2823,0.1533,0.3162,2.2219,2.9091,0.3876,0.1208,0.2529,0.5275,0.2747
2016122222,1,52,76,35,29,37,2,1.1086,2.0718,3.8111,0.4486,0.1804,0.0525,0.6669,0.3695,0.2223,0.4541,0.3138,0.8373,0.6834,0.4784,0.2479,0.1755,0.1294,0.34700000000000003,2.9742,2.7611,0.3674,0.1235,0.2746,0.5784,0.3138
2016124115,1,46,-11,31,64,20,4,1.1598,2.1591,3.3702,0.4311,0.1657,0.057,0.5576,0.3609,0.1735,0.449,0.2902,0.8011,0.648,0.4541,0.2347,0.1385,0.1157,0.3496,3.5027,2.2609,0.3163,0.1361,0.2663,0.5682,0.2902
2016124122,,,,,,,,0.9768,1.8391,3.7137,0.4753,0.1782,0.0469,0.5125,0.3481,0.1826,0.4635,0.3007,0.8563,0.7024,0.5006,0.2599,0.1999,0.1237,0.3287,2.5959,1.8133,0.3365,0.1503,0.31,0.6189,0.3007
